ewas_beta,ewas_p,clpm_beta,clpm_p,converged,sign_opposite
-0.491459327863901,0.000285359709459686,0.282083555745795,4.05327016395063e-09,TRUE,TRUE
-0.346541458379658,0.000529133203392686,0.336420202868726,6.99970037487674e-09,TRUE,TRUE
-0.376440976897087,0.000841050232991568,0.350652966641048,3.75112829686941e-10,TRUE,TRUE
-0.449118355305992,0.0017356041496201,0.23878323058353,3.20787956842317e-06,TRUE,TRUE
-0.640967937524866,7.713086310853e-07,0.307418273235727,2.37603270392128e-11,TRUE,TRUE
-0.529416370680994,0.000113838284320981,0.393610587493944,1.774136393351e-12,TRUE,TRUE
-0.559742704970349,5.43146243484257e-05,0.275258919557598,1.0984129206193e-07,TRUE,TRUE
-0.583224636600032,1.76591487450753e-06,0.319263057702542,4.54304815988849e-10,TRUE,TRUE
-0.432067817495384,0.000168513454688439,0.284871172021341,1.19495942030312e-08,TRUE,TRUE
-0.451740074940928,0.0017459086282877,0.231650536254417,4.13652462150083e-06,TRUE,TRUE
-0.443589071133135,0.000483710333986926,0.272056458745011,4.73054497795999e-08,TRUE,TRUE
-0.506585941153965,4.3484688538619e-05,0.335350974950327,1.92832727563541e-09,TRUE,TRUE
-0.36736762366261,0.0018870621254839,0.324114134874778,7.75994912771694e-09,TRUE,TRUE
-0.671789661630959,1.63763137910145e-05,0.338731854218847,3.5527136788005e-15,TRUE,TRUE
-0.680569922047111,1.35111013774348e-06,0.284461869348175,4.05868294528489e-09,TRUE,TRUE
-0.362959823191915,0.0074635930886507,0.291755669229535,1.11573097427708e-08,TRUE,TRUE
-0.555149606014575,0.000255938121122107,0.292611044909932,2.48931764090798e-10,TRUE,TRUE
-0.401577713374271,0.000484350743969819,0.367155718052535,6.33303498531745e-09,TRUE,TRUE
-0.592390150463493,7.91013969873026e-07,0.388726680507019,0,TRUE,TRUE
-0.574444502172564,3.64882821589242e-06,0.303882706250082,3.12516856837419e-09,TRUE,TRUE
-0.341686955064391,0.00496015194332718,0.311772335361621,4.69482390741405e-08,TRUE,TRUE
-0.485963622380058,8.2016903064919e-05,0.25852014247089,2.39762386389231e-07,TRUE,TRUE
-0.684205824667152,1.24322213658049e-06,0.302799633839831,1.04265795997094e-09,TRUE,TRUE
-0.628447901452431,6.22751787848893e-06,0.352683488655887,1.64157576421076e-12,TRUE,TRUE
-0.544555206002497,4.37534669270605e-05,0.34562552302778,2.34834374168713e-11,TRUE,TRUE
-0.578648294877819,0.000108757849404156,0.258771326405967,1.02971941196017e-07,TRUE,TRUE
